from,to,degree,source,target
Data Engineering,Big Data,1,18,4
Data Engineering,Machine Learning,1,18,53
Data Engineering,Machine Translation,1,18,54
Data Engineering,Speech Recognition,1,18,76
Data Engineering,Robotics,1,18,68
Data Engineering,Search Engines,1,18,71
Data Engineering,Digital Economy,1,18,26
Data Engineering,Biological Sciences,1,18,5
Data Engineering,Medical Informatics,1,18,57
Data Engineering,Health Care,1,18,37
Data Engineering,Social Sciences,1,18,74
Data Engineering,Humanities,1,18,40
Data Engineering,Economics,1,18,30
Data Engineering,Business,1,18,7
Data Engineering,Finance,1,18,33
Data Engineering,Data Mining,1,18,19
Data Engineering,Data Analysis,1,18,16
Data Engineering,Harvard Business Review,1,18,36
Data Engineering,The Data Incubator,1,18,82
Data Engineering,Datalogy,1,18,24
Data Engineering,Computer Science,1,18,13
Data Engineering,Peter Naur,1,18,62
Data Engineering,University Of Michigan,1,18,84
Data Engineering,Prasanta Chandra Mahalanobis,1,18,64
Data Engineering,Indian Statistical Institute,1,18,41
Data Engineering,Dj Patil,1,18,28
Data Engineering,Jeff Hammerbacher,1,18,48
Data Engineering,Statistics,1,18,81
Data Engineering,Forbes,1,18,34
Data Engineering,Buzzword,1,18,9
Data Engineering,Business Analytics,1,18,8
Data Engineering,American Statistical Association,1,18,0
Data Engineering,Nate Silver,1,18,59
Data Engineering,List Of Statistical Packages,1,18,52
Data Engineering,Digital Object Identifier,1,18,27
Data Engineering,Forbes,1,18,34
Data Engineering,International Standard Book Number,1,18,47
Data Engineering,International Standard Book Number,1,18,47
Data Engineering,Data Science,1,18,20
Data Engineering,Data Science,1,18,20
Data Engineering,Main Page,1,18,55
Data Engineering,Main Page,1,18,55
Statistical Learning Theory,Information Science,1,79,45
Statistical Learning Theory,Statistics,1,79,81
Statistical Learning Theory,Data Visualization,1,79,21
Statistical Learning Theory,Exploratory Data Analysis,1,79,32
Statistical Learning Theory,Information Design,1,79,44
Statistical Learning Theory,Interactive Data Visualization,1,79,46
Statistical Learning Theory,Descriptive Statistics,1,79,25
Statistical Learning Theory,Statistical Inference,1,79,78
Statistical Learning Theory,Statistical Graphics,1,79,77
Statistical Learning Theory,Data Analysis,1,79,16
Statistical Learning Theory,Infographic,1,79,42
Statistical Learning Theory,Edward Tufte,1,79,31
Statistical Learning Theory,Hadley Wickham,1,79,35
Statistical Learning Theory,Drew Conway,1,79,29
Statistical Learning Theory,Line Chart,1,79,51
Statistical Learning Theory,Bar Chart,1,79,3
Statistical Learning Theory,Histogram,1,79,39
Statistical Learning Theory,Scatterplot,1,79,70
Statistical Learning Theory,Boxplot,1,79,6
Statistical Learning Theory,Pareto Chart,1,79,60
Statistical Learning Theory,Pie Chart,1,79,63
Statistical Learning Theory,Area Chart,1,79,1
Statistical Learning Theory,Control Chart,1,79,14
Statistical Learning Theory,Run Chart,1,79,69
Statistical Learning Theory,Cartogram,1,79,10
Statistical Learning Theory,Small Multiple,1,79,73
Statistical Learning Theory,Sparkline,1,79,75
Statistical Learning Theory,Data,1,79,15
Statistical Learning Theory,Information,1,79,43
Statistical Learning Theory,Big Data,1,79,4
Statistical Learning Theory,Database,1,79,23
Statistical Learning Theory,Chartjunk,1,79,11
Statistical Learning Theory,Visual Perception,1,79,85
Statistical Learning Theory,Regression Analysis,1,79,67
Statistical Learning Theory,Statistical Model,1,79,80
Statistical Learning Theory,Misleading Graph,1,79,58
Statistical Learning Theory,Knowledge,1,79,49
Statistical Learning Theory,Data,1,79,15
Statistical Learning Theory,Statistics,1,79,81
Statistical Learning Theory,Data Mining,1,79,19
Statistical Learning Theory,Predictive Analytics,1,79,65
Statistical Learning Theory,Knowledge Discovery In Databases,1,79,50
Statistical Learning Theory,Mathematics,1,79,56
Statistical Learning Theory,Statistics,1,79,81
Statistical Learning Theory,Information Science,1,79,45
Statistical Learning Theory,Computer Science,1,79,13
Statistical Learning Theory,Signal Processing,1,79,72
Statistical Learning Theory,Probability Models,1,79,66
Statistical Learning Theory,Machine Learning,1,79,53
Statistical Learning Theory,Statistical Learning Theory,1,79,79
Statistical Learning Theory,Data Mining,1,79,19
Statistical Learning Theory,Database,1,79,23
Statistical Learning Theory,Data Engineering,1,79,18
Statistical Learning Theory,Pattern Recognition And Learning,1,79,61
Statistical Learning Theory,Data Visualization,1,79,21
Statistical Learning Theory,Predictive Analytics,1,79,65
Statistical Learning Theory,Uncertainty Modeling,1,79,83
Statistical Learning Theory,Data Warehousing,1,79,22
Statistical Learning Theory,Data Compression,1,79,17
Statistical Learning Theory,Computer Programming,1,79,12
Statistical Learning Theory,Artificial Intelligence,1,79,2
Statistical Learning Theory,High Performance Computing,1,79,38
Statistical Learning Theory,Big Data,1,79,4
Statistical Learning Theory,Machine Learning,1,79,53
Statistical Learning Theory,Machine Translation,1,79,54
Statistical Learning Theory,Speech Recognition,1,79,76
Statistical Learning Theory,Robotics,1,79,68
Statistical Learning Theory,Search Engines,1,79,71
Statistical Learning Theory,Digital Economy,1,79,26
Statistical Learning Theory,Biological Sciences,1,79,5
Statistical Learning Theory,Medical Informatics,1,79,57
Statistical Learning Theory,Health Care,1,79,37
Statistical Learning Theory,Social Sciences,1,79,74
Statistical Learning Theory,Humanities,1,79,40
Statistical Learning Theory,Economics,1,79,30
Statistical Learning Theory,Business,1,79,7
Statistical Learning Theory,Finance,1,79,33
Statistical Learning Theory,Data Mining,1,79,19
Statistical Learning Theory,Data Analysis,1,79,16
Statistical Learning Theory,Harvard Business Review,1,79,36
Statistical Learning Theory,The Data Incubator,1,79,82
Statistical Learning Theory,Datalogy,1,79,24
Statistical Learning Theory,Computer Science,1,79,13
Statistical Learning Theory,Peter Naur,1,79,62
Statistical Learning Theory,University Of Michigan,1,79,84
Statistical Learning Theory,Prasanta Chandra Mahalanobis,1,79,64
Statistical Learning Theory,Indian Statistical Institute,1,79,41
Statistical Learning Theory,Dj Patil,1,79,28
Statistical Learning Theory,Jeff Hammerbacher,1,79,48
Statistical Learning Theory,Statistics,1,79,81
Statistical Learning Theory,Forbes,1,79,34
Statistical Learning Theory,Buzzword,1,79,9
Statistical Learning Theory,Business Analytics,1,79,8
Statistical Learning Theory,American Statistical Association,1,79,0
Statistical Learning Theory,Nate Silver,1,79,59
Statistical Learning Theory,List Of Statistical Packages,1,79,52
Statistical Learning Theory,Digital Object Identifier,1,79,27
Statistical Learning Theory,Forbes,1,79,34
Statistical Learning Theory,International Standard Book Number,1,79,47
Statistical Learning Theory,International Standard Book Number,1,79,47
Statistical Learning Theory,Data Science,1,79,20
Statistical Learning Theory,Data Science,1,79,20
Statistical Learning Theory,Main Page,1,79,55
Statistical Learning Theory,Main Page,1,79,55
Machine Learning,Information Science,1,53,45
Machine Learning,Statistics,1,53,81
Machine Learning,Data Visualization,1,53,21
Machine Learning,Exploratory Data Analysis,1,53,32
Machine Learning,Information Design,1,53,44
Machine Learning,Interactive Data Visualization,1,53,46
Machine Learning,Descriptive Statistics,1,53,25
Machine Learning,Statistical Inference,1,53,78
Machine Learning,Statistical Graphics,1,53,77
Machine Learning,Data Analysis,1,53,16
Machine Learning,Infographic,1,53,42
Machine Learning,Edward Tufte,1,53,31
Machine Learning,Hadley Wickham,1,53,35
Machine Learning,Drew Conway,1,53,29
Machine Learning,Line Chart,1,53,51
Machine Learning,Bar Chart,1,53,3
Machine Learning,Histogram,1,53,39
Machine Learning,Scatterplot,1,53,70
Machine Learning,Boxplot,1,53,6
Machine Learning,Pareto Chart,1,53,60
Machine Learning,Pie Chart,1,53,63
Machine Learning,Area Chart,1,53,1
Machine Learning,Control Chart,1,53,14
Machine Learning,Run Chart,1,53,69
Machine Learning,Cartogram,1,53,10
Machine Learning,Small Multiple,1,53,73
Machine Learning,Sparkline,1,53,75
Machine Learning,Data,1,53,15
Machine Learning,Information,1,53,43
Machine Learning,Big Data,1,53,4
Machine Learning,Database,1,53,23
Machine Learning,Chartjunk,1,53,11
Machine Learning,Visual Perception,1,53,85
Machine Learning,Regression Analysis,1,53,67
Machine Learning,Statistical Model,1,53,80
Machine Learning,Misleading Graph,1,53,58
Machine Learning,Knowledge,1,53,49
Machine Learning,Data,1,53,15
Machine Learning,Statistics,1,53,81
Machine Learning,Data Mining,1,53,19
Machine Learning,Predictive Analytics,1,53,65
Machine Learning,Knowledge Discovery In Databases,1,53,50
Machine Learning,Mathematics,1,53,56
Machine Learning,Statistics,1,53,81
Machine Learning,Information Science,1,53,45
Machine Learning,Computer Science,1,53,13
Machine Learning,Signal Processing,1,53,72
Machine Learning,Probability Models,1,53,66
Machine Learning,Machine Learning,1,53,53
Machine Learning,Statistical Learning Theory,1,53,79
Machine Learning,Data Mining,1,53,19
Machine Learning,Database,1,53,23
Machine Learning,Data Engineering,1,53,18
Machine Learning,Pattern Recognition And Learning,1,53,61
Machine Learning,Data Visualization,1,53,21
Machine Learning,Predictive Analytics,1,53,65
Machine Learning,Uncertainty Modeling,1,53,83
Machine Learning,Data Warehousing,1,53,22
Machine Learning,Data Compression,1,53,17
Machine Learning,Computer Programming,1,53,12
Machine Learning,Artificial Intelligence,1,53,2
Machine Learning,High Performance Computing,1,53,38
Machine Learning,Big Data,1,53,4
Machine Learning,Machine Learning,1,53,53
Machine Learning,Machine Translation,1,53,54
Machine Learning,Speech Recognition,1,53,76
Machine Learning,Robotics,1,53,68
Machine Learning,Search Engines,1,53,71
Machine Learning,Digital Economy,1,53,26
Machine Learning,Biological Sciences,1,53,5
Machine Learning,Medical Informatics,1,53,57
Machine Learning,Health Care,1,53,37
Machine Learning,Social Sciences,1,53,74
Machine Learning,Humanities,1,53,40
Machine Learning,Economics,1,53,30
Machine Learning,Business,1,53,7
Machine Learning,Finance,1,53,33
Machine Learning,Data Mining,1,53,19
Machine Learning,Data Analysis,1,53,16
Machine Learning,Harvard Business Review,1,53,36
Machine Learning,The Data Incubator,1,53,82
Machine Learning,Datalogy,1,53,24
Machine Learning,Computer Science,1,53,13
Machine Learning,Peter Naur,1,53,62
Machine Learning,University Of Michigan,1,53,84
Machine Learning,Prasanta Chandra Mahalanobis,1,53,64
Machine Learning,Indian Statistical Institute,1,53,41
Machine Learning,Dj Patil,1,53,28
Machine Learning,Jeff Hammerbacher,1,53,48
Machine Learning,Statistics,1,53,81
Machine Learning,Forbes,1,53,34
Machine Learning,Buzzword,1,53,9
Machine Learning,Business Analytics,1,53,8
Machine Learning,American Statistical Association,1,53,0
Machine Learning,Nate Silver,1,53,59
Machine Learning,List Of Statistical Packages,1,53,52
Machine Learning,Digital Object Identifier,1,53,27
Machine Learning,Forbes,1,53,34
Machine Learning,International Standard Book Number,1,53,47
Machine Learning,International Standard Book Number,1,53,47
Machine Learning,Data Science,1,53,20
Machine Learning,Data Science,1,53,20
Machine Learning,Main Page,1,53,55
Machine Learning,Main Page,1,53,55
Probability Models,Information Science,1,66,45
Probability Models,Statistics,1,66,81
Probability Models,Data Visualization,1,66,21
Probability Models,Exploratory Data Analysis,1,66,32
Probability Models,Information Design,1,66,44
Probability Models,Interactive Data Visualization,1,66,46
Probability Models,Descriptive Statistics,1,66,25
Probability Models,Statistical Inference,1,66,78
Probability Models,Statistical Graphics,1,66,77
Probability Models,Data Analysis,1,66,16
Probability Models,Infographic,1,66,42
Probability Models,Edward Tufte,1,66,31
Probability Models,Hadley Wickham,1,66,35
Probability Models,Drew Conway,1,66,29
Probability Models,Line Chart,1,66,51
Probability Models,Bar Chart,1,66,3
Probability Models,Histogram,1,66,39
Probability Models,Scatterplot,1,66,70
Probability Models,Boxplot,1,66,6
Probability Models,Pareto Chart,1,66,60
Probability Models,Pie Chart,1,66,63
Probability Models,Area Chart,1,66,1
Probability Models,Control Chart,1,66,14
Probability Models,Run Chart,1,66,69
Probability Models,Cartogram,1,66,10
Probability Models,Small Multiple,1,66,73
Probability Models,Sparkline,1,66,75
Probability Models,Data,1,66,15
Probability Models,Information,1,66,43
Probability Models,Big Data,1,66,4
Probability Models,Database,1,66,23
Probability Models,Chartjunk,1,66,11
Probability Models,Visual Perception,1,66,85
Probability Models,Regression Analysis,1,66,67
Probability Models,Statistical Model,1,66,80
Probability Models,Misleading Graph,1,66,58
Probability Models,Knowledge,1,66,49
Probability Models,Data,1,66,15
Probability Models,Statistics,1,66,81
Probability Models,Data Mining,1,66,19
Probability Models,Predictive Analytics,1,66,65
Probability Models,Knowledge Discovery In Databases,1,66,50
Probability Models,Mathematics,1,66,56
Probability Models,Statistics,1,66,81
Probability Models,Information Science,1,66,45
Probability Models,Computer Science,1,66,13
Probability Models,Signal Processing,1,66,72
Probability Models,Probability Models,1,66,66
Probability Models,Machine Learning,1,66,53
Probability Models,Statistical Learning Theory,1,66,79
Probability Models,Data Mining,1,66,19
Probability Models,Database,1,66,23
Probability Models,Data Engineering,1,66,18
Probability Models,Pattern Recognition And Learning,1,66,61
Probability Models,Data Visualization,1,66,21
Probability Models,Predictive Analytics,1,66,65
Probability Models,Uncertainty Modeling,1,66,83
Probability Models,Data Warehousing,1,66,22
Probability Models,Data Compression,1,66,17
Probability Models,Computer Programming,1,66,12
Probability Models,Artificial Intelligence,1,66,2
Probability Models,High Performance Computing,1,66,38
Probability Models,Big Data,1,66,4
Probability Models,Machine Learning,1,66,53
Probability Models,Machine Translation,1,66,54
Probability Models,Speech Recognition,1,66,76
Probability Models,Robotics,1,66,68
Probability Models,Search Engines,1,66,71
Probability Models,Digital Economy,1,66,26
Probability Models,Biological Sciences,1,66,5
Probability Models,Medical Informatics,1,66,57
Probability Models,Health Care,1,66,37
Probability Models,Social Sciences,1,66,74
Probability Models,Humanities,1,66,40
Probability Models,Economics,1,66,30
Probability Models,Business,1,66,7
Probability Models,Finance,1,66,33
Probability Models,Data Mining,1,66,19
Probability Models,Data Analysis,1,66,16
Probability Models,Harvard Business Review,1,66,36
Probability Models,The Data Incubator,1,66,82
Probability Models,Datalogy,1,66,24
Probability Models,Computer Science,1,66,13
Probability Models,Peter Naur,1,66,62
Probability Models,University Of Michigan,1,66,84
Probability Models,Prasanta Chandra Mahalanobis,1,66,64
Probability Models,Indian Statistical Institute,1,66,41
Probability Models,Dj Patil,1,66,28
Probability Models,Jeff Hammerbacher,1,66,48
Probability Models,Statistics,1,66,81
Probability Models,Forbes,1,66,34
Probability Models,Buzzword,1,66,9
Probability Models,Business Analytics,1,66,8
Probability Models,American Statistical Association,1,66,0
Probability Models,Nate Silver,1,66,59
Probability Models,List Of Statistical Packages,1,66,52
Probability Models,Digital Object Identifier,1,66,27
Probability Models,Forbes,1,66,34
Probability Models,International Standard Book Number,1,66,47
Probability Models,International Standard Book Number,1,66,47
Probability Models,Data Science,1,66,20
Probability Models,Data Science,1,66,20
Probability Models,Main Page,1,66,55
Probability Models,Main Page,1,66,55
Signal Processing,Information Science,1,72,45
Signal Processing,Statistics,1,72,81
Signal Processing,Data Visualization,1,72,21
Signal Processing,Exploratory Data Analysis,1,72,32
Signal Processing,Information Design,1,72,44
Signal Processing,Interactive Data Visualization,1,72,46
Signal Processing,Descriptive Statistics,1,72,25
Signal Processing,Statistical Inference,1,72,78
Signal Processing,Statistical Graphics,1,72,77
Signal Processing,Data Analysis,1,72,16
Signal Processing,Infographic,1,72,42
Signal Processing,Edward Tufte,1,72,31
Signal Processing,Hadley Wickham,1,72,35
Signal Processing,Drew Conway,1,72,29
Signal Processing,Line Chart,1,72,51
Signal Processing,Bar Chart,1,72,3
Signal Processing,Histogram,1,72,39
Signal Processing,Scatterplot,1,72,70
Signal Processing,Boxplot,1,72,6
Signal Processing,Pareto Chart,1,72,60
Signal Processing,Pie Chart,1,72,63
Signal Processing,Area Chart,1,72,1
Signal Processing,Control Chart,1,72,14
Signal Processing,Run Chart,1,72,69
Signal Processing,Cartogram,1,72,10
Signal Processing,Small Multiple,1,72,73
Signal Processing,Sparkline,1,72,75
Signal Processing,Data,1,72,15
Signal Processing,Information,1,72,43
Signal Processing,Big Data,1,72,4
Signal Processing,Database,1,72,23
Signal Processing,Chartjunk,1,72,11
Signal Processing,Visual Perception,1,72,85
Signal Processing,Regression Analysis,1,72,67
Signal Processing,Statistical Model,1,72,80
Signal Processing,Misleading Graph,1,72,58
Signal Processing,Knowledge,1,72,49
Signal Processing,Data,1,72,15
Signal Processing,Statistics,1,72,81
Signal Processing,Data Mining,1,72,19
Signal Processing,Predictive Analytics,1,72,65
Signal Processing,Knowledge Discovery In Databases,1,72,50
Signal Processing,Mathematics,1,72,56
Signal Processing,Statistics,1,72,81
Signal Processing,Information Science,1,72,45
Signal Processing,Computer Science,1,72,13
Signal Processing,Signal Processing,1,72,72
Signal Processing,Probability Models,1,72,66
Signal Processing,Machine Learning,1,72,53
Signal Processing,Statistical Learning Theory,1,72,79
Signal Processing,Data Mining,1,72,19
Signal Processing,Database,1,72,23
Signal Processing,Data Engineering,1,72,18
Signal Processing,Pattern Recognition And Learning,1,72,61
Signal Processing,Data Visualization,1,72,21
Signal Processing,Predictive Analytics,1,72,65
Signal Processing,Uncertainty Modeling,1,72,83
Signal Processing,Data Warehousing,1,72,22
Signal Processing,Data Compression,1,72,17
Signal Processing,Computer Programming,1,72,12
Signal Processing,Artificial Intelligence,1,72,2
Signal Processing,High Performance Computing,1,72,38
Signal Processing,Big Data,1,72,4
Signal Processing,Machine Learning,1,72,53
Signal Processing,Machine Translation,1,72,54
Signal Processing,Speech Recognition,1,72,76
Signal Processing,Robotics,1,72,68
Signal Processing,Search Engines,1,72,71
Signal Processing,Digital Economy,1,72,26
Signal Processing,Biological Sciences,1,72,5
Signal Processing,Medical Informatics,1,72,57
Signal Processing,Health Care,1,72,37
Signal Processing,Social Sciences,1,72,74
Signal Processing,Humanities,1,72,40
Signal Processing,Economics,1,72,30
Signal Processing,Business,1,72,7
Signal Processing,Finance,1,72,33
Signal Processing,Data Mining,1,72,19
Signal Processing,Data Analysis,1,72,16
Signal Processing,Harvard Business Review,1,72,36
Signal Processing,The Data Incubator,1,72,82
Signal Processing,Datalogy,1,72,24
Signal Processing,Computer Science,1,72,13
Signal Processing,Peter Naur,1,72,62
Signal Processing,University Of Michigan,1,72,84
Signal Processing,Prasanta Chandra Mahalanobis,1,72,64
Signal Processing,Indian Statistical Institute,1,72,41
Signal Processing,Dj Patil,1,72,28
Signal Processing,Jeff Hammerbacher,1,72,48
Signal Processing,Statistics,1,72,81
Signal Processing,Forbes,1,72,34
Signal Processing,Buzzword,1,72,9
Signal Processing,Business Analytics,1,72,8
Signal Processing,American Statistical Association,1,72,0
Signal Processing,Nate Silver,1,72,59
Signal Processing,List Of Statistical Packages,1,72,52
Signal Processing,Digital Object Identifier,1,72,27
Signal Processing,Forbes,1,72,34
Signal Processing,International Standard Book Number,1,72,47
Signal Processing,International Standard Book Number,1,72,47
Signal Processing,Data Science,1,72,20
Signal Processing,Data Science,1,72,20
Signal Processing,Main Page,1,72,55
Signal Processing,Main Page,1,72,55
Computer Science,Information Science,1,13,45
Computer Science,Statistics,1,13,81
Computer Science,Data Visualization,1,13,21
Computer Science,Exploratory Data Analysis,1,13,32
Computer Science,Information Design,1,13,44
Computer Science,Interactive Data Visualization,1,13,46
Computer Science,Descriptive Statistics,1,13,25
Computer Science,Statistical Inference,1,13,78
Computer Science,Statistical Graphics,1,13,77
Computer Science,Data Analysis,1,13,16
Computer Science,Infographic,1,13,42
Computer Science,Edward Tufte,1,13,31
Computer Science,Hadley Wickham,1,13,35
Computer Science,Drew Conway,1,13,29
Computer Science,Line Chart,1,13,51
Computer Science,Bar Chart,1,13,3
Computer Science,Histogram,1,13,39
Computer Science,Scatterplot,1,13,70
Computer Science,Boxplot,1,13,6
Computer Science,Pareto Chart,1,13,60
Computer Science,Pie Chart,1,13,63
Computer Science,Area Chart,1,13,1
Computer Science,Control Chart,1,13,14
Computer Science,Run Chart,1,13,69
Computer Science,Cartogram,1,13,10
Computer Science,Small Multiple,1,13,73
Computer Science,Sparkline,1,13,75
Computer Science,Data,1,13,15
Computer Science,Information,1,13,43
Computer Science,Big Data,1,13,4
Computer Science,Database,1,13,23
Computer Science,Chartjunk,1,13,11
Computer Science,Visual Perception,1,13,85
Computer Science,Regression Analysis,1,13,67
Computer Science,Statistical Model,1,13,80
Computer Science,Misleading Graph,1,13,58
Computer Science,Knowledge,1,13,49
Computer Science,Data,1,13,15
Computer Science,Statistics,1,13,81
Computer Science,Data Mining,1,13,19
Computer Science,Predictive Analytics,1,13,65
Computer Science,Knowledge Discovery In Databases,1,13,50
Computer Science,Mathematics,1,13,56
Computer Science,Statistics,1,13,81
Computer Science,Information Science,1,13,45
Computer Science,Computer Science,1,13,13
Computer Science,Signal Processing,1,13,72
Computer Science,Probability Models,1,13,66
Computer Science,Machine Learning,1,13,53
Computer Science,Statistical Learning Theory,1,13,79
Computer Science,Data Mining,1,13,19
Computer Science,Database,1,13,23
Computer Science,Data Engineering,1,13,18
Computer Science,Pattern Recognition And Learning,1,13,61
Computer Science,Data Visualization,1,13,21
Computer Science,Predictive Analytics,1,13,65
Computer Science,Uncertainty Modeling,1,13,83
Computer Science,Data Warehousing,1,13,22
Computer Science,Data Compression,1,13,17
Computer Science,Computer Programming,1,13,12
Computer Science,Artificial Intelligence,1,13,2
Computer Science,High Performance Computing,1,13,38
Computer Science,Big Data,1,13,4
Computer Science,Machine Learning,1,13,53
Computer Science,Machine Translation,1,13,54
Computer Science,Speech Recognition,1,13,76
Computer Science,Robotics,1,13,68
Computer Science,Search Engines,1,13,71
Computer Science,Digital Economy,1,13,26
Computer Science,Biological Sciences,1,13,5
Computer Science,Medical Informatics,1,13,57
Computer Science,Health Care,1,13,37
Computer Science,Social Sciences,1,13,74
Computer Science,Humanities,1,13,40
Computer Science,Economics,1,13,30
Computer Science,Business,1,13,7
Computer Science,Finance,1,13,33
Computer Science,Data Mining,1,13,19
Computer Science,Data Analysis,1,13,16
Computer Science,Harvard Business Review,1,13,36
Computer Science,The Data Incubator,1,13,82
Computer Science,Datalogy,1,13,24
Computer Science,Computer Science,1,13,13
Computer Science,Peter Naur,1,13,62
Computer Science,University Of Michigan,1,13,84
Computer Science,Prasanta Chandra Mahalanobis,1,13,64
Computer Science,Indian Statistical Institute,1,13,41
Computer Science,Dj Patil,1,13,28
Computer Science,Jeff Hammerbacher,1,13,48
Computer Science,Statistics,1,13,81
Computer Science,Forbes,1,13,34
Computer Science,Buzzword,1,13,9
Computer Science,Business Analytics,1,13,8
Computer Science,American Statistical Association,1,13,0
Computer Science,Nate Silver,1,13,59
Computer Science,List Of Statistical Packages,1,13,52
Computer Science,Digital Object Identifier,1,13,27
Computer Science,Forbes,1,13,34
Computer Science,International Standard Book Number,1,13,47
Computer Science,International Standard Book Number,1,13,47
Computer Science,Data Science,1,13,20
Computer Science,Data Science,1,13,20
Computer Science,Main Page,1,13,55
Computer Science,Main Page,1,13,55
Mathematics,Information Science,1,56,45
Mathematics,Statistics,1,56,81
Mathematics,Data Visualization,1,56,21
Mathematics,Exploratory Data Analysis,1,56,32
Mathematics,Information Design,1,56,44
Mathematics,Interactive Data Visualization,1,56,46
Mathematics,Descriptive Statistics,1,56,25
Mathematics,Statistical Inference,1,56,78
Mathematics,Statistical Graphics,1,56,77
Mathematics,Data Analysis,1,56,16
Mathematics,Infographic,1,56,42
Mathematics,Edward Tufte,1,56,31
Mathematics,Hadley Wickham,1,56,35
Mathematics,Drew Conway,1,56,29
Mathematics,Line Chart,1,56,51
Mathematics,Bar Chart,1,56,3
Mathematics,Histogram,1,56,39
Mathematics,Scatterplot,1,56,70
Mathematics,Boxplot,1,56,6
Mathematics,Pareto Chart,1,56,60
Mathematics,Pie Chart,1,56,63
Mathematics,Area Chart,1,56,1
Mathematics,Control Chart,1,56,14
Mathematics,Run Chart,1,56,69
Mathematics,Cartogram,1,56,10
Mathematics,Small Multiple,1,56,73
Mathematics,Sparkline,1,56,75
Mathematics,Data,1,56,15
Mathematics,Information,1,56,43
Mathematics,Big Data,1,56,4
Mathematics,Database,1,56,23
Mathematics,Chartjunk,1,56,11
Mathematics,Visual Perception,1,56,85
Mathematics,Regression Analysis,1,56,67
Mathematics,Statistical Model,1,56,80
Mathematics,Misleading Graph,1,56,58
Mathematics,Knowledge,1,56,49
Mathematics,Data,1,56,15
Mathematics,Statistics,1,56,81
Mathematics,Data Mining,1,56,19
Mathematics,Predictive Analytics,1,56,65
Mathematics,Knowledge Discovery In Databases,1,56,50
Mathematics,Mathematics,1,56,56
Mathematics,Statistics,1,56,81
Mathematics,Information Science,1,56,45
Mathematics,Computer Science,1,56,13
Mathematics,Signal Processing,1,56,72
Mathematics,Probability Models,1,56,66
Mathematics,Machine Learning,1,56,53
Mathematics,Statistical Learning Theory,1,56,79
Mathematics,Data Mining,1,56,19
Mathematics,Database,1,56,23
Mathematics,Data Engineering,1,56,18
Mathematics,Pattern Recognition And Learning,1,56,61
Mathematics,Data Visualization,1,56,21
Mathematics,Predictive Analytics,1,56,65
Mathematics,Uncertainty Modeling,1,56,83
Mathematics,Data Warehousing,1,56,22
Mathematics,Data Compression,1,56,17
Mathematics,Computer Programming,1,56,12
Mathematics,Artificial Intelligence,1,56,2
Mathematics,High Performance Computing,1,56,38
Mathematics,Big Data,1,56,4
Mathematics,Machine Learning,1,56,53
Mathematics,Machine Translation,1,56,54
Mathematics,Speech Recognition,1,56,76
Mathematics,Robotics,1,56,68
Mathematics,Search Engines,1,56,71
Mathematics,Digital Economy,1,56,26
Mathematics,Biological Sciences,1,56,5
Mathematics,Medical Informatics,1,56,57
Mathematics,Health Care,1,56,37
Mathematics,Social Sciences,1,56,74
Mathematics,Humanities,1,56,40
Mathematics,Economics,1,56,30
Mathematics,Business,1,56,7
Mathematics,Finance,1,56,33
Mathematics,Data Mining,1,56,19
Mathematics,Data Analysis,1,56,16
Mathematics,Harvard Business Review,1,56,36
Mathematics,The Data Incubator,1,56,82
Mathematics,Datalogy,1,56,24
Mathematics,Computer Science,1,56,13
Mathematics,Peter Naur,1,56,62
Mathematics,University Of Michigan,1,56,84
Mathematics,Prasanta Chandra Mahalanobis,1,56,64
Mathematics,Indian Statistical Institute,1,56,41
Mathematics,Dj Patil,1,56,28
Mathematics,Jeff Hammerbacher,1,56,48
Mathematics,Statistics,1,56,81
Mathematics,Forbes,1,56,34
Mathematics,Buzzword,1,56,9
Mathematics,Business Analytics,1,56,8
Mathematics,American Statistical Association,1,56,0
Mathematics,Nate Silver,1,56,59
Mathematics,List Of Statistical Packages,1,56,52
Mathematics,Digital Object Identifier,1,56,27
Mathematics,Forbes,1,56,34
Mathematics,International Standard Book Number,1,56,47
Mathematics,International Standard Book Number,1,56,47
Mathematics,Data Science,1,56,20
Mathematics,Data Science,1,56,20
Mathematics,Main Page,1,56,55
Mathematics,Main Page,1,56,55
Knowledge Discovery In Databases,Information Science,1,50,45
Knowledge Discovery In Databases,Statistics,1,50,81
Knowledge Discovery In Databases,Data Visualization,1,50,21
Knowledge Discovery In Databases,Exploratory Data Analysis,1,50,32
Knowledge Discovery In Databases,Information Design,1,50,44
Knowledge Discovery In Databases,Interactive Data Visualization,1,50,46
Knowledge Discovery In Databases,Descriptive Statistics,1,50,25
Knowledge Discovery In Databases,Statistical Inference,1,50,78
Knowledge Discovery In Databases,Statistical Graphics,1,50,77
Knowledge Discovery In Databases,Data Analysis,1,50,16
Knowledge Discovery In Databases,Infographic,1,50,42
Knowledge Discovery In Databases,Edward Tufte,1,50,31
Knowledge Discovery In Databases,Hadley Wickham,1,50,35
Knowledge Discovery In Databases,Drew Conway,1,50,29
Knowledge Discovery In Databases,Line Chart,1,50,51
Knowledge Discovery In Databases,Bar Chart,1,50,3
Knowledge Discovery In Databases,Histogram,1,50,39
Knowledge Discovery In Databases,Scatterplot,1,50,70
Knowledge Discovery In Databases,Boxplot,1,50,6
Knowledge Discovery In Databases,Pareto Chart,1,50,60
